Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
SMS,Brak,"Zaloguj się do konta mBank, aby potwierdzić ostatnią transakcję. Kliknij https://login-mbank-secure.net/odblokuj/3K9P2M7R4T.",mBank,Login / verification,4,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] Zaloguj się do konta mBank, aby potwierdzić ostatnią transakcję. Kliknij https://login-mbank-secure.net/odblokuj/3K9P2M7R4T."
SMS,Brak,"Odbierz paczkę InPost! Aby uniknąć zwolnienia, potwierdź numer przesyłki pod https://inpost-verify.com/s/7K4P9M2L.",InPost,Parcel pickup,4,4,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Odbierz paczkę InPost! Aby uniknąć zwolnienia, potwierdź numer przesyłki pod https://inpost-verify.com/s/7K4P9M2L."
SMS,Brak,Twoja transakcja Allegro wymaga natychmiastowej weryfikacji. Kliknij https://secure-allegro-login.org/weryfikacja/74928163.,Allegro,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Twoja transakcja Allegro wymaga natychmiastowej weryfikacji. Kliknij https://secure-allegro-login.org/weryfikacja/74928163."
SMS,Brak,Poczta Polska informuje o nieautoryzowanym logowaniu. Sprawdź swoje konto: https://poczta-verify.pl/odblokuj/3K9P2M7R4T.,Poczta Polska,Account block warning,5,5,rushed-marketing,account block threat,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] Poczta Polska
[TITLE] Brak
[CONTENT] Poczta Polska informuje o nieautoryzowanym logowaniu. Sprawdź swoje konto: https://poczta-verify.pl/odblokuj/3K9P2M7R4T."
SMS,Brak,Weryfikacja Twojego konta OLX wymagana. Kliknij https://olx-secure.net/weryfikacja/74928163.,OLX,Data / certificate update,4,4,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] OLX
[TITLE] Brak
[CONTENT] Weryfikacja Twojego konta OLX wymagana. Kliknij https://olx-secure.net/weryfikacja/74928163."
SMS,Brak,Szybka weryfikacja konta Play. Otwórz link https://play-secure-check.com/weryfikacja/74928163 i potwierdź dane.,Play,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] Play
[TITLE] Brak
[CONTENT] Szybka weryfikacja konta Play. Otwórz link https://play-secure-check.com/weryfikacja/74928163 i potwierdź dane."
SMS,Brak,Twoje konto PayPal wymaga potwierdzenia. Kliknij https://paypalsecure.io/weryfikacja/74928163.,PayPal,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] PayPal
[TITLE] Brak
[CONTENT] Twoje konto PayPal wymaga potwierdzenia. Kliknij https://paypalsecure.io/weryfikacja/74928163."
SMS,Brak,ZUS prosi o aktualizację danych. Kliknij https://zussync.org/aktualizacja/74928163 aby uniknąć opóźnień.,ZUS,US/ZUS notification,4,4,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] ZUS
[TITLE] Brak
[CONTENT] ZUS prosi o aktualizację danych. Kliknij https://zussync.org/aktualizacja/74928163 aby uniknąć opóźnień."
SMS,Brak,Uwaga! Twoje konto XTB zostało zablokowane. Potwierdź dane: https://xtb-secure-check.com/odblokuj/3K9P2M7R4T.,XTB,Account block warning,5,5,rushed-marketing,account block threat,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] XTB
[TITLE] Brak
[CONTENT] Uwaga! Twoje konto XTB zostało zablokowane. Potwierdź dane: https://xtb-secure-check.com/odblokuj/3K9P2M7R4T."
SMS,Brak,Otrzymałeś nagrodę! Kliknij https://prize-hack.com/win/74928163 aby odebrać swój voucher.,Inny,Prize / lottery / voucher,5,5,rushed-marketing,fake prize / win,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Otrzymałeś nagrodę! Kliknij https://prize-hack.com/win/74928163 aby odebrać swój voucher."
SMS,Brak,Płatność zwrotu weryfikowana. Potwierdź link https://refund-hack.com/odblokuj/3K9P2M7R4T.,Inny,Payment / refund,4,4,rushed-marketing,fake refund / overpayment,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Płatność zwrotu weryfikowana. Potwierdź link https://refund-hack.com/odblokuj/3K9P2M7R4T."
SMS,Brak,Twoje konto ePUAP wymaga potwierdzenia. Kliknij https://epuap-secure.com/weryfikacja/74928163.,ePUAP,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] ePUAP
[TITLE] Brak
[CONTENT] Twoje konto ePUAP wymaga potwierdzenia. Kliknij https://epuap-secure.com/weryfikacja/74928163."
SMS,Brak,Szybka aktualizacja certyfikatu. Kliknij https://cert-hack.com/odblokuj/3K9P2M7R4T.,Inny,Data / certificate update,4,4,rushed-marketing,fake security update,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Szybka aktualizacja certyfikatu. Kliknij https://cert-hack.com/odblokuj/3K9P2M7R4T."
SMS,Brak,Zostałeś wybrany do konkursu! Otwórz link https://contest-hack.com/win/74928163 aby odebrać nagrodę.,Inny,Prize / lottery / voucher,5,5,rushed-marketing,fake prize / win,True,gpt-oss-20b,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Zostałeś wybrany do konkursu! Otwórz link https://contest-hack.com/win/74928163 aby odebrać nagrodę."
E-mail,Potwierdzenie zamówienia w Allegro,"Szanowny Kliencie, przesyłamy miesięczny raport kontowy za okres od 1.03.2026 do 31.03.2026. W raporcie znajdziesz szczegółowe informacje o wpływach, wypłatach oraz saldzie końcowym. Aby uzyskać dostęp do pełnego dokumentu, zaloguj się na swoje konto internetowe mBank i przejdź do sekcji Raporty. W razie pytań prosimy o kontakt z biurem obsługi pod numerem 800-123-456. Dziękujemy za współpracę. Prosimy o sprawdzenie wszystkich transakcji, aby uniknąć nieprawidłowości. W przypadku jakichkolwiek wątpliwości, nasz zespół obsługi klienta jest do dyspozycji.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] mBank
[TITLE] Potwierdzenie zamówienia w Allegro
[CONTENT] Szanowny Kliencie, przesyłamy miesięczny raport kontowy za okres od 1.03.2026 do 31.03.2026. W raporcie znajdziesz szczegółowe informacje o wpływach, wypłatach oraz saldzie końcowym. Aby uzyskać dostęp do pełnego dokumentu, zaloguj się na swoje konto internetowe mBank i przejdź do sekcji Raporty. W razie pytań prosimy o kontakt z biurem obsługi pod numerem 800-123-456. Dziękujemy za współpracę. Prosimy o sprawdzenie wszystkich transakcji, aby uniknąć nieprawidłowości. W przypadku jakichkolwiek wątpliwości, nasz zespół obsługi klienta jest do dyspozycji."
E-mail,Zarządzanie kontem mBank,"Szanowny Kliencie, przesyłamy informacje o ostatnich zmianach w Twoim koncie mBank. W sekcji Konta znajdziesz szczegóły dotyczące nowego logowania, ustawień bezpieczeństwa oraz historii transakcji. Aby potwierdzić poprawność wprowadzonych danych, zaloguj się na platformę mBank i sprawdź sekcję Aktualizacje. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-123-456. Dziękujemy za współpracę.",mBank,Login / verification,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] mBank
[TITLE] Zarządzanie kontem mBank
[CONTENT] Szanowny Kliencie, przesyłamy informacje o ostatnich zmianach w Twoim koncie mBank. W sekcji Konta znajdziesz szczegóły dotyczące nowego logowania, ustawień bezpieczeństwa oraz historii transakcji. Aby potwierdzić poprawność wprowadzonych danych, zaloguj się na platformę mBank i sprawdź sekcję Aktualizacje. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-123-456. Dziękujemy za współpracę."
E-mail,Informacja ZUS o emeryturze,"Szanowny Kliencie, ZUS przekazuje informacje o przyznanym zasiłku emerytalnym za miesiąc marzec 2026. Kwota do wypłaty wynosi 2 500 PLN i zostanie przelana na podany numer konta w terminie do 10.04.2026. W celu sprawdzenia szczegółów, zaloguj się na platformę ePUAP i przejdź do sekcji ZUS. W razie pytań prosimy o kontakt z biurem obsługi pod numerem 800-987-654. Dziękujemy za współpracę. Prosimy o potwierdzenie otrzymania niniejszej informacji oraz ewentualnego zgłoszenia zmian w danych osobowych.",ZUS,US/ZUS notification,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] ZUS
[TITLE] Informacja ZUS o emeryturze
[CONTENT] Szanowny Kliencie, ZUS przekazuje informacje o przyznanym zasiłku emerytalnym za miesiąc marzec 2026. Kwota do wypłaty wynosi 2 500 PLN i zostanie przelana na podany numer konta w terminie do 10.04.2026. W celu sprawdzenia szczegółów, zaloguj się na platformę ePUAP i przejdź do sekcji ZUS. W razie pytań prosimy o kontakt z biurem obsługi pod numerem 800-987-654. Dziękujemy za współpracę. Prosimy o potwierdzenie otrzymania niniejszej informacji oraz ewentualnego zgłoszenia zmian w danych osobowych."
E-mail,Aktualizacja portfela XTB,"Szanowny Kliencie, przesyłamy aktualizację Twojego portfela inwestycyjnego w XTB na dzień 31.03.2026. W portfelu znajdują się aktywa o wartości 150 000 PLN, zysk netto wyniósł 5 000 PLN w ciągu ostatnich trzech miesięcy. Szczegółowe informacje oraz wykresy dostępne są w panelu klienta XTB. W razie pytań dotyczących strategii inwestycyjnych, prosimy o kontakt z doradcą klienta pod numerem 800-321-654. Dziękujemy za zaufanie. Zachęcamy do regularnego monitorowania portfela, aby optymalizować decyzje inwestycyjne.",XTB,Investments,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] XTB
[TITLE] Aktualizacja portfela XTB
[CONTENT] Szanowny Kliencie, przesyłamy aktualizację Twojego portfela inwestycyjnego w XTB na dzień 31.03.2026. W portfelu znajdują się aktywa o wartości 150 000 PLN, zysk netto wyniósł 5 000 PLN w ciągu ostatnich trzech miesięcy. Szczegółowe informacje oraz wykresy dostępne są w panelu klienta XTB. W razie pytań dotyczących strategii inwestycyjnych, prosimy o kontakt z doradcą klienta pod numerem 800-321-654. Dziękujemy za zaufanie. Zachęcamy do regularnego monitorowania portfela, aby optymalizować decyzje inwestycyjne."
E-mail,Potwierdzenie zamówienia Allegro,"Szanowny Kliencie, potwierdzamy zrealizowanie zamówienia nr ORD-784K92P3M1 w serwisie Allegro. Produkt został wysłany i powinien dotrzeć do Ciebie w ciągu 3–5 dni roboczych. Szczegóły przesyłki oraz śledzenie można znaleźć w sekcji Moje zamówienia na stronie Allegro. W razie pytań lub problemów, prosimy o kontakt z obsługą klienta pod numerem 800-123-456. Dziękujemy za zakupy i życzymy miłego dnia. Prosimy o sprawdzenie opcji zwrotu oraz ocenę sprzedawcy po otrzymaniu towaru.",Allegro,Payment / refund,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] Allegro
[TITLE] Potwierdzenie zamówienia Allegro
[CONTENT] Szanowny Kliencie, potwierdzamy zrealizowanie zamówienia nr ORD-784K92P3M1 w serwisie Allegro. Produkt został wysłany i powinien dotrzeć do Ciebie w ciągu 3–5 dni roboczych. Szczegóły przesyłki oraz śledzenie można znaleźć w sekcji Moje zamówienia na stronie Allegro. W razie pytań lub problemów, prosimy o kontakt z obsługą klienta pod numerem 800-123-456. Dziękujemy za zakupy i życzymy miłego dnia. Prosimy o sprawdzenie opcji zwrotu oraz ocenę sprzedawcy po otrzymaniu towaru."
E-mail,Nowa usługa ePUAP,"Szanowny Kliencie, wprowadzamy nową funkcję w serwisie ePUAP – możliwość składania wniosków o wydanie zaświadczenia o niekaralności online. Aby skorzystać, zaloguj się na platformę ePUAP i przejdź do sekcji Nowe usługi. Szczegółowe instrukcje oraz wymagane dokumenty dostępne są w pomocy technicznej. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-555-777. Dziękujemy za korzystanie z usług ePUAP. Zachęcamy do regularnego sprawdzania aktualizacji usług, aby korzystać z najnowszych udogodnień.",ePUAP,Login / verification,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] ePUAP
[TITLE] Nowa usługa ePUAP
[CONTENT] Szanowny Kliencie, wprowadzamy nową funkcję w serwisie ePUAP – możliwość składania wniosków o wydanie zaświadczenia o niekaralności online. Aby skorzystać, zaloguj się na platformę ePUAP i przejdź do sekcji Nowe usługi. Szczegółowe instrukcje oraz wymagane dokumenty dostępne są w pomocy technicznej. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-555-777. Dziękujemy za korzystanie z usług ePUAP. Zachęcamy do regularnego sprawdzania aktualizacji usług, aby korzystać z najnowszych udogodnień."
E-mail,Zwrot kosztów DHL,"Szanowny Kliencie, informujemy, że zwrot kosztów przesyłki DHL o numerze 1Z68X9Y2P3Q4R5 został zrealizowany. Kwota zwrotu wynosi 75 PLN i została przelana na podany numer konta w ciągu 3 dni roboczych. Aby sprawdzić status zwrotu, zaloguj się na konto DHL i przejdź do sekcji Historii przesyłek. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-555-666. Dziękujemy za współpracę. Prosimy o potwierdzenie otrzymania informacji oraz ewentualne zgłoszenie nieprawidłowości.",DHL,Payment / refund,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] DHL
[TITLE] Zwrot kosztów DHL
[CONTENT] Szanowny Kliencie, informujemy, że zwrot kosztów przesyłki DHL o numerze 1Z68X9Y2P3Q4R5 został zrealizowany. Kwota zwrotu wynosi 75 PLN i została przelana na podany numer konta w ciągu 3 dni roboczych. Aby sprawdzić status zwrotu, zaloguj się na konto DHL i przejdź do sekcji Historii przesyłek. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-555-666. Dziękujemy za współpracę. Prosimy o potwierdzenie otrzymania informacji oraz ewentualne zgłoszenie nieprawidłowości."
E-mail,Potwierdzenie zamówienia morele.net,"Szanowny Kliencie, potwierdzamy realizację zamówienia nr ORD-784K92P3M1 w serwisie morele.net. Produkt zostanie wysłany i powinien dotrzeć do Ciebie w ciągu 2–4 dni roboczych. Szczegóły przesyłki oraz śledzenie znajdziesz w sekcji Moje zamówienia na stronie morele.net. W razie pytań lub problemów, prosimy o kontakt z obsługą klienta pod numerem 800-444-555. Dziękujemy za zakupy i życzymy miłego dnia. Prosimy o sprawdzenie opcji zwrotu oraz ocenę sprzedawcy po otrzymaniu towaru.",morele.net,Payment / refund,1,1,formal-corporate,brak,False,gpt-oss-20b,"[TYPE] E-mail
[SENDER] morele.net
[TITLE] Potwierdzenie zamówienia morele.net
[CONTENT] Szanowny Kliencie, potwierdzamy realizację zamówienia nr ORD-784K92P3M1 w serwisie morele.net. Produkt zostanie wysłany i powinien dotrzeć do Ciebie w ciągu 2–4 dni roboczych. Szczegóły przesyłki oraz śledzenie znajdziesz w sekcji Moje zamówienia na stronie morele.net. W razie pytań lub problemów, prosimy o kontakt z obsługą klienta pod numerem 800-444-555. Dziękujemy za zakupy i życzymy miłego dnia. Prosimy o sprawdzenie opcji zwrotu oraz ocenę sprzedawcy po otrzymaniu towaru."
E-mail,Zablokowane konto XTB,"Szanowny Kliencie, Twoje konto XTB zostało zablokowane z powodu podejrzanej aktywności. Aby przywrócić dostęp, kliknij https://secure-krzty.net/odblokuj/3K9P2M7R4T i podaj swoje dane logowania. Niezwłoczne potwierdzenie pozwoli uniknąć dalszych ograniczeń i utraty inwestycji. W razie wątpliwości, prosimy o kontakt z obsługą klienta pod numerem 800-321-654. Dziękujemy za szybką reakcję.",XTB,Account block warning,4,4,rushed-marketing,account block threat,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] XTB
[TITLE] Zablokowane konto XTB
[CONTENT] Szanowny Kliencie, Twoje konto XTB zostało zablokowane z powodu podejrzanej aktywności. Aby przywrócić dostęp, kliknij https://secure-krzty.net/odblokuj/3K9P2M7R4T i podaj swoje dane logowania. Niezwłoczne potwierdzenie pozwoli uniknąć dalszych ograniczeń i utraty inwestycji. W razie wątpliwości, prosimy o kontakt z obsługą klienta pod numerem 800-321-654. Dziękujemy za szybką reakcję."
E-mail,Odbiór paczki InPost,"Szanowny Kliencie, potwierdzamy gotowość paczki z numerem 3507K4P9M2L1 w placówce InPost. Aby potwierdzić przyjęcie, kliknij https://inpost-verify.com/s/7K4P9M2L. Niezwłoczne potwierdzenie umożliwi szybsze dostarczenie przesyłki. W razie pytań, prosimy o kontakt z obsługą pod numerem 800-999-000. Dziękujemy za współpracę.",InPost,Parcel pickup,4,4,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] InPost
[TITLE] Odbiór paczki InPost
[CONTENT] Szanowny Kliencie, potwierdzamy gotowość paczki z numerem 3507K4P9M2L1 w placówce InPost. Aby potwierdzić przyjęcie, kliknij https://inpost-verify.com/s/7K4P9M2L. Niezwłoczne potwierdzenie umożliwi szybsze dostarczenie przesyłki. W razie pytań, prosimy o kontakt z obsługą pod numerem 800-999-000. Dziękujemy za współpracę."
E-mail,Spear-Phishing XTB,"Szanowny Kliencie, na podstawie Twoich ostatnich transakcji w XTB proponujemy nową ofertę inwestycyjną, która może zwiększyć Twoje zyski. Aby skorzystać z tej propozycji, kliknij https://xtb-offer.net/personal/74928163 i podaj niezbędne informacje. Niezwłoczne potwierdzenie pozwoli Ci uczestniczyć w wyjątkowym programie. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-111-222. Dziękujemy za zainteresowanie.",XTB,Investments,5,5,rushed-marketing,spear-phishing personalized,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] XTB
[TITLE] Spear-Phishing XTB
[CONTENT] Szanowny Kliencie, na podstawie Twoich ostatnich transakcji w XTB proponujemy nową ofertę inwestycyjną, która może zwiększyć Twoje zyski. Aby skorzystać z tej propozycji, kliknij https://xtb-offer.net/personal/74928163 i podaj niezbędne informacje. Niezwłoczne potwierdzenie pozwoli Ci uczestniczyć w wyjątkowym programie. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-111-222. Dziękujemy za zainteresowanie."
E-mail,Zablokowane konto Poczta Polska,"Szanowny Kliencie, Twoje konto w Poczcie Polskiej zostało zablokowane z powodu podejrzanej aktywności. Aby przywrócić dostęp, kliknij https://poczta-secure.com/odblokuj/3K9P2M7R4T. Niezwłoczne potwierdzenie zapobiega dalszym ograniczeniom i utracie danych. W razie wątpliwości, prosimy o kontakt z obsługą pod numerem 800-333-444. Dziękujemy za współpracę.",Poczta Polska,Account block warning,5,5,rushed-marketing,account block threat,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] Poczta Polska
[TITLE] Zablokowane konto Poczta Polska
[CONTENT] Szanowny Kliencie, Twoje konto w Poczcie Polskiej zostało zablokowane z powodu podejrzanej aktywności. Aby przywrócić dostęp, kliknij https://poczta-secure.com/odblokuj/3K9P2M7R4T. Niezwłoczne potwierdzenie zapobiega dalszym ograniczeniom i utracie danych. W razie wątpliwości, prosimy o kontakt z obsługą pod numerem 800-333-444. Dziękujemy za współpracę."
E-mail,Weryfikacja konta Play,"Szanowny Użytkowniku, w celu zabezpieczenia Twojego konta Play, wymagamy natychmiastowej weryfikacji danych. Kliknij https://play-hack.com/weryfikacja/74928163 i podaj swój login oraz hasło. Niezwłoczne potwierdzenie zapobiega zablokowaniu konta i utracie dostępnych usług. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-555-666. Dziękujemy za współpracę.",Play,Login / verification,4,4,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] Play
[TITLE] Weryfikacja konta Play
[CONTENT] Szanowny Użytkowniku, w celu zabezpieczenia Twojego konta Play, wymagamy natychmiastowej weryfikacji danych. Kliknij https://play-hack.com/weryfikacja/74928163 i podaj swój login oraz hasło. Niezwłoczne potwierdzenie zapobiega zablokowaniu konta i utracie dostępnych usług. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-555-666. Dziękujemy za współpracę."
E-mail,Weryfikacja konta ePUAP,"Szanowny Kliencie, w celu zabezpieczenia Twojego konta ePUAP wymagamy natychmiastowej weryfikacji danych. Kliknij https://epuap-secure.com/weryfikacja/74928163 i podaj swój login oraz hasło. Niezwłoczne potwierdzenie zapobiega zablokowaniu konta i utracie ważnych dokumentów. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-777-888. Dziękujemy za współpracę.",ePUAP,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] ePUAP
[TITLE] Weryfikacja konta ePUAP
[CONTENT] Szanowny Kliencie, w celu zabezpieczenia Twojego konta ePUAP wymagamy natychmiastowej weryfikacji danych. Kliknij https://epuap-secure.com/weryfikacja/74928163 i podaj swój login oraz hasło. Niezwłoczne potwierdzenie zapobiega zablokowaniu konta i utracie ważnych dokumentów. W razie pytań, prosimy o kontakt z biurem obsługi pod numerem 800-777-888. Dziękujemy za współpracę."
E-mail,Weryfikacja konta PayPal,"Szanowny Kliencie, Twoje konto PayPal wymaga potwierdzenia. Kliknij https://payhack.net/weryfikacja/74928163.",PayPal,Login / verification,5,5,rushed-marketing,urgent verification + fake link,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] PayPal
[TITLE] Weryfikacja konta PayPal
[CONTENT] Szanowny Kliencie, Twoje konto PayPal wymaga potwierdzenia. Kliknij https://payhack.net/weryfikacja/74928163."
E-mail,Wymagane opłaty PZU,"Szanowny Kliencie, wniosek o ubezpieczenie nr 1234567890 został przyjęty, jednak wymaga dodatkowego opłaty w wysokości 200 PLN. Aby uiścić opłatę, kliknij https://pay-claim.net/odblokuj/3K9P2M7R4T.",PZU,Payment / refund,4,4,rushed-marketing,fake payment demand,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] PZU
[TITLE] Wymagane opłaty PZU
[CONTENT] Szanowny Kliencie, wniosek o ubezpieczenie nr 1234567890 został przyjęty, jednak wymaga dodatkowego opłaty w wysokości 200 PLN. Aby uiścić opłatę, kliknij https://pay-claim.net/odblokuj/3K9P2M7R4T."
